"recdate"|"mapunittextkind"|"textcat"|"textsubcat"|"text"|"mukey"|"mutextkey"
""|"Nontechnical description"|"WSG"|"022"|"3w6 - Equipment limitations and seedling mortality will be severe during wet periods. Important commercial tree species include water oak, willow oak, green ash, and sweetgum. These soils are suited for hardwoods, and the site index for sweetgum and water oak is 80. The yield from an unmanaged stand of sweetgum over a 50-year period is approximately 120 board feet (Doyle rule) per acre per year. Native species important to wildlife include water oak, willow oak, green ash, and Alabama supplejack. High value grasses and forbs used by livestock include switchgrass, beaked panicum, wildrye, switchcane, and sedges. Stocking rates depend on canopy density and range from 6-50 acres per animal unit."|575662|2701061
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8E2"|"8E2 - WET UPLAND - Deep and very deep, wet, loamy uplands with possible depressed or ponded areas or seasonal water table; poorly to very poorly drained; tight subsoils; medium natural fertility; Very high to high water holding capacity but poor plant-soil-moisture relationship; medium production potential."|575662|2701062
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9C1"|"9C1 - SLIGHTLY WET SANDY UPLAND - Deep and very deep, wet sandy uplands; somewhat poorly drained with water tables at 20 to 40 inches during the cool season; low natural fertility; medium water holding capacity with fair to good plant-soil-moisture relationship; medium to good production potential."|575664|2701063
"07/25/2002 00:00:00"|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|575664|2701064
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|575666|2701065
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|575666|2701066
""|"Nontechnical description"|"WSG"|"020"|"3s2 - Sandy texture may cause moderate equipment limitations and seedling mortality. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pines, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, dogwood, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, little bluestem, longleaf uniola, and indiangrass. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|575669|2701067
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9A"|"9A - SANDY UPLAND - Deep and very deep, sandy uplands with clayey or loamy subsoils within 40 inches; low natural fertility; low to medium water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|575669|2701068
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9B"|"9B - DEEP SANDY UPLAND - Deep and very deep, sandy uplands with sandy surfaces greater than 40 inches; low natural fertility; low water holding capacity with good plant-soil-moisture relationship; low to medium production potential."|575670|2701069
""|"Nontechnical description"|"WSG"|"036"|"5s3 - Sandy texture and low water holding capacity may cause severe equipment limitations, seedling mortality, and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pine, and the site index for loblolly pine is 60. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 60 board feet (Doyle rule) per acre per year. Native species important to wildlife include post oak, bluejack oak, dogwood, and American beautyberry. High value grasses and forbs used by livestock include pinehill, bluestem, and indiangrass. Stocking rates depend on canopy density and range from 10-80 acres per animal unit."|575673|2701070
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9B"|"9B - DEEP SANDY UPLAND - Deep and very deep, sandy uplands with sandy surfaces greater than 40 inches; low natural fertility; low water holding capacity with good plant-soil-moisture relationship; low to medium production potential."|575673|2701071
""|"Nontechnical description"|"WSG"|"025"|"4c2 - Clayey texture may cause moderate equipment limitations during wet periods, and erosion may increase with slope. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, and American beautyberry. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, and longleaf uniola. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|575674|2701072
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|575674|2701073
""|"Nontechnical description"|"WSG"|"028"|"4f2 - Rock fragments cause seedling mortality to increase during dry periods. Erosion hazards increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, American beautyberry, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and sedge. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|575675|2701074
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8D"|"8D - SLOPING LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes greater than 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|575675|2701075
""|"Nontechnical description"|"WSG"|"025"|"4c2 - Clayey texture may cause moderate equipment limitations during wet periods, and erosion may increase with slope. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, and American beautyberry. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, and longleaf uniola. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|575676|2701076
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8D"|"8D - SLOPING LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes greater than 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|575676|2701077
""|"Nontechnical description"|"WSG"|"029"|"4r3 - Steep slopes cause severe equipment limitations and erosion hazards. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine over a 50-year period is 70. The yield from an unmanaged stand of loblolly pine over a fifty year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, American beautyberry, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, and indiangrass. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|575677|2701078
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"OSI"|"OSI - On site investigation needed for Pasture and Hayland interpretations."|575677|2701079
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8D"|"8D - SLOPING LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes greater than 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|575677|2701080
""|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|575677|2701081
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8E1"|"8E1 - SLIGHTLY WET UPLAND - Deep and very deep, loamy uplands; wet during cool seasons; somewhat poorly drained; mainly tight subsoils; medium natural fertility; Very high to high water holding capacity with fair to good plant-soil-moisture relationship; medium to high production potential."|575677|2701082
""|"Nontechnical description"|"WSG"|"005"|"1w8 - Seasonal wetness may cause moderate equipment limitations, plant competition, and seedling mortality. Important commercial tree species include loblolly pine, sweetgum, green ash, water oak, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine or sweetgum is 100. The yield from an unmanaged stand over a 50-year period is approximately 430 board feet (Doyle rule) for loblolly pine, or 310 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, ash, Alabama supplejack, white oak, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, beaked panicum, longleaf uniola, virginia wildrye, and sedges. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|575679|2701083
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"2A"|"2A - LOAMY BOTTOMLAND - Deep and very deep, loamy bottomlands with friable loamy subsoils; may overflow; medium natural fertility; medium to high water holding capacity with good plant- soil-moisture relationship; high production potential."|575679|2701084
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|575680|2701085
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|575680|2701086
""|"Nontechnical description"|"WSG"|"015"|"3c8 - Clayey texture may cause moderate equipment limitations, and erosion hazards will increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) or 120 for sweetgum per acre per year. Native species important to wildlife include red oak, water oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, indiangrass, longleaf uniola, and purpletop tridens. Stocking rates depend on canopy density and range fro 6-40 acres per animal unit."|575681|2701087
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8A"|"8A - TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes 0 to 5 percent; low natural fertility; seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium to high production potential."|575681|2701088
""|"Nontechnical description"|"WSG"|"015"|"3c8 - Clayey texture may cause moderate equipment limitations, and erosion hazards will increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) or 120 for sweetgum per acre per year. Native species important to wildlife include red oak, water oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, indiangrass, longleaf uniola, and purpletop tridens. Stocking rates depend on canopy density and range fro 6-40 acres per animal unit."|575682|2701089
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8B"|"8B - SLOPING TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes greater than 5 percent; low natural fertility, seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium production potential."|575682|2701090
""|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|3009431|2701091
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8B"|"8B - SLOPING TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes greater than 5 percent; low natural fertility, seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium production potential."|3009431|2701092
""|"Nontechnical description"|"WSG"|"005"|"1w8 - Seasonal wetness may cause moderate equipment limitations, plant competition, and seedling mortality. Important commercial tree species include loblolly pine, sweetgum, green ash, water oak, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine or sweetgum is 100. The yield from an unmanaged stand over a 50-year period is approximately 430 board feet (Doyle rule) for loblolly pine, or 310 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, ash, Alabama supplejack, white oak, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, beaked panicum, longleaf uniola, virginia wildrye, and sedges. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|3009457|2701022
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"2B"|"2B - LOAMY ACIDIC BOTTOMLAND - Deep and very deep, strongly to very strongly acid bottomlands with loamy surfaces; may overflow; medium natural fertility; moderate to very high water holding capacity with good plant-soil-moisture relationship; high production potential."|3009457|2701023
""|"Nontechnical description"|"WSG"|"022"|"3w6 - Equipment limitations and seedling mortality will be severe during wet periods. Important commercial tree species include water oak, willow oak, green ash, and sweetgum. These soils are suited for hardwoods, and the site index for sweetgum and water oak is 80. The yield from an unmanaged stand of sweetgum over a 50-year period is approximately 120 board feet (Doyle rule) per acre per year. Native species important to wildlife include water oak, willow oak, green ash, and Alabama supplejack. High value grasses and forbs used by livestock include switchgrass, beaked panicum, wildrye, switchcane, and sedges. Stocking rates depend on canopy density and range from 6-50 acres per animal unit."|578214|2702126
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8E2"|"8E2 - WET UPLAND - Deep and very deep, wet, loamy uplands with possible depressed or ponded areas or seasonal water table; poorly to very poorly drained; tight subsoils; medium natural fertility; Very high to high water holding capacity but poor plant-soil-moisture relationship; medium production potential."|578214|2702127
"06/06/2003 00:00:00"|"Nontechnical description"|"PHG"|"2C"|"2C - WET LOAMY BOTTOMLAND - Deep and very deep, wet, somewhat poorly to very poorly drained, loamy bottomlands with seasonal high water tables; may overflow; medium natural fertility; high to very high water holding capacity but poor plant-soil-moisture relationship; medium production potential."|578215|2702128
"12/02/2014 00:00:00"|"Nontechnical description"|"RNG"|"534"|"Loamy Bottomland 25-44\" PZ - Deep, loamy, bottomland soils. Climax vegetation is a savannah of pecan, oaks, hackberry; with understory of hawthorns, greenbrier, grape, peppervine, and honeysuckle; and virginia wildrye, switchgrass, eastern gamagrass, switchcane, beaked panicum, indiangrass, ironweed, blood ragweed, and white crownbeard."|578215|2702129
"12/02/2014 00:00:00"|"Nontechnical description"|"WSG"|"004"|"1w6 - Wetness causes severe equipment limitations, plant competition, and seedling mortality. Important commercial tree species include sweetgum, water oak, willow oak, and green ash. These soils are suited for hardwoods, and the site index for sweetgum and water oak is 100. The yield from an unmanaged stand of sweetgum over a 50-year period is approximately 310 board feet (Doyle rule) per acre per year. Native species important to wildlife include water oak, willow oak, yaupon, and green ash. High value grasses and forbs used by livestock include pinehill bluestem, switch cane, longleaf uniola, beaked panicum, and sedges. Stocking rates depend on canopy density and range from 8-60 acres per animal unit."|578215|2702130
""|"Nontechnical description"|"WSG"|"004"|"1w6 - Wetness causes severe equipment limitations, plant competition, and seedling mortality. Important commercial tree species include sweetgum, water oak, willow oak, and green ash. These soils are suited for hardwoods, and the site index for sweetgum and water oak is 100. The yield from an unmanaged stand of sweetgum over a 50-year period is approximately 310 board feet (Doyle rule) per acre per year. Native species important to wildlife include water oak, willow oak, yaupon, and green ash. High value grasses and forbs used by livestock include pinehill bluestem, switch cane, longleaf uniola, beaked panicum, and sedges. Stocking rates depend on canopy density and range from 8-60 acres per animal unit."|578216|2702133
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"1B"|"1B - WET CLAYEY BOTTOMLAND - Deep and very deep, wet, very poorly to poorly drained, clayey bottomlands; some areas may be ponded; may overflow; high natural fertility; very high to high water holding capacity but poor plant-soil-moisture relationship; medium production potential."|578216|2702134
""|"Nontechnical description"|"WSG"|"009"|"2o7 - Soil characteristics do not cause significant management problems. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include red oak, American beautyberry, Alabama supplejack, yaupon, and ash. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, big bluestem, beaked panicum, and little bluestem. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578217|2702135
""|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|578217|2702136
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578217|2702137
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8E1"|"8E1 - SLIGHTLY WET UPLAND - Deep and very deep, loamy uplands; wet during cool seasons; somewhat poorly drained; mainly tight subsoils; medium natural fertility; Very high to high water holding capacity with fair to good plant-soil-moisture relationship; medium to high production potential."|578217|2702138
""|"Nontechnical description"|"WSG"|"003"|"1o7 - These soils do not have significant management problems. Important commercial tree species include loblolly pine, sweetgum, red oak, and water oak. These soils are suited for pine or hardwoods, and the site index for loblolly pine is 100. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 430 board feet (Doyle rule), or 310 for sweetgum per acre per year. Native species important to wildlife include red oak, water oak, ash, American beautyberry, yaupon, and white oak. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, beaked panicum, and virginia wildrye. Stocking rates depend on canopy density and range from 8-40 acres per animal unit."|578218|2702139
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"2A"|"2A - LOAMY BOTTOMLAND - Deep and very deep, loamy bottomlands with friable loamy subsoils; may overflow; medium natural fertility; medium to high water holding capacity with good plant- soil-moisture relationship; high production potential."|578218|2702140
""|"Nontechnical description"|"WSG"|"012"|"2w8 - Seasonal wetness may cause moderate equipment limitations and plant competition. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine and sweetgum is 90. The yield from an unmanaged stand over a 50-year period is approximately 330 board feet (Doyle rule) for loblolly pine, or 210 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, yaupon, American beautyberry, and Alabama supplejack. High value grasses and forbs used by livestock include pinehill bluestem, longleaf uniola, virginia wildrye, switchgrass, and beaked panicum. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|578220|2702143
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9C1"|"9C1 - SLIGHTLY WET SANDY UPLAND - Deep and very deep, wet sandy uplands; somewhat poorly drained with water tables at 20 to 40 inches during the cool season; low natural fertility; medium water holding capacity with fair to good plant-soil-moisture relationship; medium to good production potential."|578220|2702144
""|"Nontechnical description"|"WSG"|"001"|"0w0 - These soils do not have potential production for woodland management. They are ponded for long periods of time. Although bald cypress maybe found around the edges, these soils will not support a commercial stand of trees. Only water loving species such as sedges and buttonbush will grow. They have a low potential for wildlife and livestock use."|578221|2702145
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"OSI"|"OSI - On site investigation needed for Pasture and Hayland interpretations."|578221|2702146
""|"Nontechnical description"|"WSG"|"014"|"3c2 - Clayey texture may cause moderate equipment limitations and seedling mortality. Erosion hazard increases with slope. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 80. The yield from an unmanaged stand over a 50-year period is approximately 230 board feet (Doyle rule) for loblolly pine, per acre per year. Native species important to wildlife include red oak, American beautyberry, yauupon, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, and indiangrass. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|578223|2702149
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8B"|"8B - SLOPING TIGHT LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and dense subsoils; slopes greater than 5 percent; low natural fertility, seasonally wet or droughty; medium water holding capacity but poor to fair plant-soil-moisture relationship; medium production potential."|578223|2702150
""|"Nontechnical description"|"WSG"|"028"|"4f2 - Rock fragments cause seedling mortality to increase during dry periods. Erosion hazards increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, and longleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, American beautyberry, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and sedge. Stocking rates depend on canopy density and range from 6-40 acres per animal unit."|578224|2702151
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578224|2702152
""|"Nontechnical description"|"WSG"|"026"|"4c3 - Equipment limitations and seedling mortality may be severe during wet periods. Erosion will increase with slope. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pines, and the site index for loblolly pine is 70. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 130 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, post oak, American beautyberry, and tickclover. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, indiangrass, and longleaf uniola. Stocking rates depend on canopy density and range from 7-80 acres per animal unit."|578225|2702153
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"OSI"|"OSI - On site investigation needed for Pasture and Hayland interpretations."|578225|2702154
""|"Nontechnical description"|"WSG"|"005"|"1w8 - Seasonal wetness may cause moderate equipment limitations, plant competition, and seedling mortality. Important commercial tree species include loblolly pine, sweetgum, green ash, water oak, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine or sweetgum is 100. The yield from an unmanaged stand over a 50-year period is approximately 430 board feet (Doyle rule) for loblolly pine, or 310 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, ash, Alabama supplejack, white oak, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, beaked panicum, longleaf uniola, virginia wildrye, and sedges. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|578226|2702155
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"2A"|"2A - LOAMY BOTTOMLAND - Deep and very deep, loamy bottomlands with friable loamy subsoils; may overflow; medium natural fertility; medium to high water holding capacity with good plant- soil-moisture relationship; high production potential."|578226|2702156
""|"Nontechnical description"|"WSG"|"005"|"1w8 - Seasonal wetness may cause moderate equipment limitations, plant competition, and seedling mortality. Important commercial tree species include loblolly pine, sweetgum, green ash, water oak, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine or sweetgum is 100. The yield from an unmanaged stand over a 50-year period is approximately 430 board feet (Doyle rule) for loblolly pine, or 310 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, ash, Alabama supplejack, white oak, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, beaked panicum, longleaf uniola, virginia wildrye, and sedges. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|578227|2702160
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"2A"|"2A - LOAMY BOTTOMLAND - Deep and very deep, loamy bottomlands with friable loamy subsoils; may overflow; medium natural fertility; medium to high water holding capacity with good plant- soil-moisture relationship; high production potential."|578227|2702161
""|"Nontechnical description"|"WSG"|"018"|"3o1 - No significant management problems are caused by soil characteristics. Important commercial tree species include loblolly pine and shortleaf pine. These soils are suited for pine, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) per acre per year. Native species important to wildlife include red oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, longleaf uniola, indiangrass, and beaked panicum. Stocking rates depend on canopy density and range from 8-50 acres per animal unit."|578228|2702162
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"8C"|"8C - LOAMY UPLAND - Moderately deep to very deep uplands with loamy surfaces and friable loamy subsoils; slopes 0 to 8 percent; medium natural fertility; medium to high water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578228|2702163
"07/25/2002 00:00:00"|"Nontechnical description"|"PHG"|"9A"|"9A - SANDY UPLAND - Deep and very deep, sandy uplands with clayey or loamy subsoils within 40 inches; low natural fertility; low to medium water holding capacity with good plant-soil-moisture relationship; medium to high production potential."|578229|2702164
"06/06/2003 00:00:00"|"Nontechnical description"|"PHG"|"2C"|"2C - WET LOAMY BOTTOMLAND - Deep and very deep, wet, somewhat poorly to very poorly drained, loamy bottomlands with seasonal high water tables; may overflow; medium natural fertility; high to very high water holding capacity but poor plant-soil-moisture relationship; medium production potential."|578231|2702165
